Date,Open,High,Low,Close,Volume,Adj Close
2009-04-16,91200.00,91900.00,90720.00,91450.00,87600,91450.00
2009-04-15,90600.00,91486.00,89700.00,91305.00,51100,91305.00
2009-04-14,91700.00,92190.00,90700.00,90700.00,80500,90700.00
2009-04-13,90500.00,92490.00,90300.00,92490.00,112500,92490.00
2009-04-09,90800.00,92888.00,90800.00,92400.00,167900,92400.00
2009-04-08,89200.00,89850.00,87611.00,88960.00,57800,88960.00
2009-04-07,90100.00,90820.00,87621.00,89000.00,112500,89000.00
2009-04-06,91700.00,92400.00,90300.00,91400.00,114000,91400.00
2009-04-03,90000.00,92490.00,89600.00,92490.00,94000,92490.00
2009-04-02,89900.00,91900.00,89600.00,90010.00,136700,90010.00
2009-04-01,85800.00,88502.00,84350.00,87600.00,133400,87600.00
2009-03-31,87200.00,88980.00,86300.00,86700.00,91500,86700.00
2009-03-30,87000.00,87516.00,84500.00,85600.00,64700,85600.00
2009-03-27,90200.00,90800.00,88900.00,89600.00,104900,89600.00
2009-03-26,88000.00,91900.00,88000.00,91900.00,146800,91900.00
2009-03-25,89200.00,90100.00,86530.00,86850.00,97200,86850.00
2009-03-24,89500.00,90400.00,87790.00,88500.00,145200,88500.00
2009-03-23,85900.00,90000.00,85810.00,90000.00,157400,90000.00
2009-03-20,84950.00,85300.00,84250.00,84574.00,99500,84574.00
2009-03-19,84800.00,85000.00,83600.00,85000.00,144300,85000.00
2009-03-18,83500.00,84850.00,81700.00,83350.00,145600,83350.00
2009-03-17,80300.00,82450.00,79800.00,82200.00,86600,82200.00
2009-03-16,84000.00,84888.00,80539.00,81690.00,99900,81690.00
2009-03-13,85700.00,85700.00,81202.00,83550.00,98400,83550.00
2009-03-12,84400.00,85730.00,80110.00,85700.00,164000,85700.00
2009-03-11,85000.00,86500.00,82100.00,83700.00,189400,83700.00
2009-03-10,73210.00,84844.00,73210.00,84844.00,309900,84844.00
2009-03-09,70100.00,73750.00,70100.00,73195.00,157800,73195.00
2009-03-06,71201.00,73450.00,71201.00,73195.00,182300,73195.00
2009-03-05,72050.00,73370.00,70050.00,72400.00,280500,72400.00
2009-03-04,74700.00,76350.00,72560.00,75025.00,216600,75025.00
2009-03-03,74950.00,75500.00,72650.00,75000.00,226700,75000.00
2009-03-02,74300.00,75850.00,70100.00,75750.00,241000,75750.00
2009-02-27,76655.00,78600.00,75000.00,78600.00,192300,78600.00
2009-02-26,81000.00,81600.00,78350.00,78350.00,118700,78350.00
2009-02-25,80700.00,80885.00,76555.00,79995.00,205100,79995.00
2009-02-24,75000.00,80100.00,74300.00,79900.00,301100,79900.00
2009-02-23,78100.00,78600.00,73500.00,75600.00,317000,75600.00
2009-02-20,77700.00,78555.00,73677.00,77000.00,550900,77000.00
2009-02-19,80750.00,81000.00,77810.00,78600.00,155700,78600.00
2009-02-18,83800.00,83930.00,79100.00,80000.00,195600,80000.00
2009-02-17,86900.00,86900.00,83999.00,84000.00,98400,84000.00
2009-02-13,89200.00,89455.00,87525.00,88140.00,52800,88140.00
2009-02-12,89260.00,89550.00,87600.00,89182.00,53900,89182.00
2009-02-11,87200.00,90400.00,87200.00,90400.00,91400,90400.00
2009-02-10,90200.00,91200.00,86700.00,88100.00,101100,88100.00
2009-02-09,89700.00,90595.00,89500.00,90000.00,55400,90000.00
2009-02-06,87401.00,90240.00,87401.00,89350.00,62900,89350.00
2009-02-05,89250.00,90480.00,87010.00,87020.00,97200,87020.00
2009-02-04,89899.00,91300.00,89499.00,90290.00,49100,90290.00
2009-02-03,89800.00,90500.00,88700.00,90500.00,56900,90500.00
2009-02-02,86901.00,89480.00,86900.00,89400.00,71500,89400.00
2009-01-30,88300.00,90425.00,86760.00,89502.00,63700,89502.00
2009-01-29,89000.00,89750.00,87400.00,87400.00,58300,87400.00
2009-01-28,87500.00,90575.00,87400.00,90300.00,107300,90300.00
2009-01-27,85499.00,88000.00,85399.00,86112.00,62700,86112.00
2009-01-26,85300.00,87800.00,85000.00,85001.00,74700,85001.00
2009-01-23,87000.00,87500.00,85888.00,86250.00,87300,86250.00
2009-01-22,86100.00,89200.00,85650.00,88800.00,87800,88800.00
2009-01-21,89600.00,89800.00,85500.00,88350.00,148200,88350.00
2009-01-20,90399.00,90675.00,85150.00,86250.00,163300,86250.00
2009-01-16,93600.00,94200.00,90150.00,90660.00,63400,90660.00
2009-01-15,93000.00,93250.00,90000.00,92900.00,122500,92900.00
2009-01-14,94410.00,94600.00,93050.00,93150.00,64700,93150.00
2009-01-13,93500.00,96890.00,93500.00,95300.00,72500,95300.00
2009-01-12,95100.00,95812.00,93700.00,94324.00,51900,94324.00
2009-01-09,98300.00,98300.00,93400.00,94750.00,100300,94750.00
2009-01-08,94700.00,98700.00,93000.00,98700.00,137700,98700.00
2009-01-07,99800.00,99800.00,93200.00,96490.00,148200,96490.00
2009-01-06,101100.00,102499.00,99350.00,100090.00,85100,100090.00
2009-01-05,100200.00,102600.00,98550.00,102600.00,87800,102600.00
2009-01-02,95200.00,99990.00,95200.00,99990.00,104900,99990.00
2008-12-31,90700.00,97542.00,90000.00,96600.00,213200,96600.00
2008-12-30,92800.00,93990.00,90200.00,92000.00,138500,92000.00
2008-12-29,94000.00,94400.00,91350.00,92590.00,77100,92590.00
2008-12-26,93200.00,94200.00,93000.00,93400.00,27700,93400.00
2008-12-24,94700.00,95000.00,93300.00,94000.00,29900,94000.00
2008-12-23,94500.00,96900.00,93000.00,96900.00,81600,96900.00
2008-12-22,96700.00,97310.00,92900.00,94500.00,78300,94500.00
2008-12-19,98000.00,99400.00,95558.00,96540.00,99900,96540.00
2008-12-18,99100.00,100410.00,95900.00,97800.00,67000,97800.00
2008-12-17,98200.00,100700.00,98001.00,99000.00,89400,99000.00
2008-12-16,95005.00,101300.00,95005.00,101300.00,110400,101300.00
2008-12-15,97600.00,99000.00,94330.00,94951.00,78200,94951.00
2008-12-12,96800.00,100500.00,95000.00,98390.00,123900,98390.00
2008-12-11,100200.00,102900.00,98401.00,99500.00,83400,99500.00
2008-12-10,105600.00,107000.00,102625.00,104590.00,81900,104590.00
2008-12-09,106700.00,107500.00,103001.00,107500.00,170400,107500.00
2008-12-08,105000.00,107250.00,102610.00,107000.00,186100,107000.00
2008-12-05,96200.00,103400.00,93580.00,102700.00,168300,102700.00
2008-12-04,101000.00,102600.00,96200.00,98400.00,108100,98400.00
2008-12-03,100000.00,102180.00,97900.00,102000.00,102500,102000.00
2008-12-02,97600.00,101499.00,96250.00,101499.00,185000,101499.00
2008-12-01,96000.00,100999.00,94950.00,98000.00,178100,98000.00
2008-11-28,101000.00,105050.00,98250.00,104000.00,93200,104000.00
2008-11-26,91200.00,101450.00,91200.00,100700.00,193400,100700.00
2008-11-25,90000.00,96750.00,89900.00,96400.00,216800,96400.00
2008-11-24,95800.00,97350.00,87500.00,87500.00,367000,87500.00
2008-11-21,81900.00,90000.00,78700.00,90000.00,383200,90000.00
2008-11-20,80000.00,84000.00,74100.00,77500.00,676800,77500.00
2008-11-19,91600.00,93450.00,83500.00,84000.00,314900,84000.00
2008-11-18,95800.00,97300.00,91500.00,95550.00,227000,95550.00
2008-11-17,99500.00,99700.00,95501.00,95615.00,148900,95615.00
2008-11-14,101000.00,103333.00,99700.00,101000.00,137600,101000.00
2008-11-13,103100.00,103600.00,96050.00,102800.00,319800,102800.00
2008-11-12,105200.00,105800.00,103150.00,103333.00,142600,103333.00
2008-11-11,109100.00,109100.00,105150.00,106720.00,115300,106720.00
2008-11-10,111000.00,112500.00,109300.00,109999.00,151200,109999.00
2008-11-07,112000.00,113800.00,110800.00,113000.00,129200,113000.00
2008-11-06,116800.00,117000.00,112200.00,112200.00,110400,112200.00
2008-11-05,116900.00,118820.00,115700.00,117100.00,99100,117100.00
2008-11-04,117100.00,119200.00,115500.00,118400.00,122700,118400.00
2008-11-03,115490.00,117988.00,115000.00,117500.00,94900,117500.00
2008-10-31,112800.00,115750.00,110500.00,115490.00,139900,115490.00
2008-10-30,113500.00,114400.00,109001.00,111700.00,125800,111700.00
2008-10-29,107800.00,111690.00,107000.00,110400.00,119000,110400.00
2008-10-28,108500.00,109400.00,102010.00,107900.00,202100,107900.00
2008-10-27,110500.00,111100.00,105126.00,105126.00,196200,105126.00
2008-10-24,110000.00,113200.00,110000.00,111900.00,164300,111900.00
2008-10-23,116500.00,118200.00,112200.00,115100.00,150900,115100.00
2008-10-22,118800.00,119310.00,111000.00,117950.00,103800,117950.00
2008-10-21,123500.00,125450.00,121250.00,121550.00,130600,121550.00
2008-10-20,120200.00,124000.00,120200.00,123500.00,130800,123500.00
2008-10-17,111900.00,120800.00,110500.00,119800.00,183900,119800.00
2008-10-16,118000.00,118000.00,108900.00,113150.00,175200,113150.00
2008-10-15,118000.00,118200.00,113400.00,113400.00,128400,113400.00
2008-10-14,122000.00,122000.00,117000.00,118850.00,236200,118850.00
2008-10-13,122100.00,122200.00,118000.00,118000.00,255200,118000.00
2008-10-10,110000.00,115500.00,105300.00,113100.00,422000,113100.00
2008-10-09,121100.00,122800.00,110000.00,114000.00,290500,114000.00
2008-10-08,123000.00,125000.00,117700.00,118000.00,206600,118000.00
2008-10-07,130000.00,132200.00,124000.00,124000.00,121900,124000.00
2008-10-06,133000.00,133650.00,129000.00,130800.00,220600,130800.00
2008-10-03,138800.00,140900.00,137500.00,138500.00,174100,138500.00
2008-10-02,137000.00,138600.00,136400.00,137900.00,203100,137900.00
2008-10-01,132500.00,137000.00,131000.00,137000.00,196300,137000.00
2008-09-30,129500.00,132950.00,129500.00,130600.00,156300,130600.00
2008-09-29,135000.00,135000.00,130500.00,133800.00,145400,133800.00
2008-09-26,133000.00,135000.00,130100.00,135000.00,124000,135000.00
2008-09-25,133500.00,134950.00,131000.00,133100.00,148200,133100.00
2008-09-24,134500.00,134888.00,131000.00,133300.00,176900,133300.00
2008-09-23,129000.00,130950.00,126510.00,128800.00,102100,128800.00
2008-09-22,143500.00,143500.00,126984.00,131000.00,294500,131000.00
2008-09-19,130000.00,147000.00,127901.00,147000.00,422800,147000.00
2008-09-18,126000.00,128900.00,121310.00,128010.00,276500,128010.00
2008-09-17,125000.00,125600.00,122900.00,124800.00,180000,124800.00
2008-09-16,119000.00,125010.00,118300.00,125000.00,256200,125000.00
2008-09-15,117000.00,123100.00,115500.00,119900.00,223200,119900.00
2008-09-12,116700.00,119500.00,116310.00,119500.00,86500,119500.00
2008-09-11,116200.00,117500.00,115500.00,117500.00,52000,117500.00
2008-09-10,118500.00,118500.00,117000.00,117000.00,59600,117000.00
2008-09-09,119400.00,119800.00,117700.00,118000.00,66100,118000.00
2008-09-08,120000.00,121000.00,118100.00,119650.00,56400,119650.00
2008-09-05,118700.00,118700.00,116766.00,118100.00,68200,118100.00
2008-09-04,120100.00,120950.00,117000.00,119350.00,74700,119350.00
2008-09-03,119980.00,120330.00,118100.00,120300.00,55900,120300.00
2008-09-02,117500.00,119999.00,117500.00,119999.00,79800,119999.00
2008-08-29,118500.00,118500.00,115900.00,116600.00,55300,116600.00
2008-08-28,116000.00,117950.00,116000.00,117740.00,50400,117740.00
2008-08-27,115080.00,116501.00,115000.00,115300.00,49600,115300.00
2008-08-26,115250.00,116000.00,114750.00,115000.00,43800,115000.00
2008-08-25,115800.00,116450.00,114850.00,115350.00,54200,115350.00
2008-08-22,115500.00,116850.00,115450.00,116100.00,62900,116100.00
2008-08-21,116500.00,116500.00,114600.00,115000.00,41600,115000.00
2008-08-20,117500.00,117500.00,115500.00,116690.00,53800,116690.00
2008-08-19,117400.00,118350.00,116000.00,116750.00,46200,116750.00
2008-08-18,119500.00,119690.00,117000.00,117100.00,64200,117100.00
2008-08-15,116500.00,120100.00,116500.00,120100.00,94300,120100.00
2008-08-14,114650.00,116700.00,113700.00,116200.00,61200,116200.00
2008-08-13,115900.00,116200.00,113500.00,114440.00,90900,114440.00
2008-08-12,118500.00,118500.00,114600.00,116800.00,108300,116800.00
2008-08-11,115400.00,118350.00,115110.00,117800.00,136600,117800.00
2008-08-08,115000.00,115900.00,112900.00,115750.00,78500,115750.00
2008-08-07,115600.00,116300.00,113005.00,115475.00,90400,115475.00
2008-08-06,115700.00,116200.00,114500.00,116100.00,66300,116100.00
2008-08-05,115000.00,116000.00,114600.00,115460.00,57700,115460.00
2008-08-04,116950.00,117600.00,114350.00,114500.00,61800,114500.00
2008-08-01,115200.00,116990.00,114600.00,116500.00,126100,116500.00
2008-07-31,113800.00,114450.00,112600.00,114450.00,57800,114450.00
2008-07-30,112400.00,114000.00,111350.00,113900.00,116200,113900.00
2008-07-29,112800.00,112800.00,111220.00,111750.00,78300,111750.00
2008-07-28,113600.00,113600.00,111000.00,111900.00,100100,111900.00
2008-07-25,115600.00,116100.00,112310.00,113000.00,102400,113000.00
2008-07-24,118450.00,118450.00,115200.00,115250.00,65200,115250.00
2008-07-23,119400.00,119400.00,117170.00,118450.00,174400,118450.00
2008-07-22,117800.00,118800.00,115700.00,118400.00,56300,118400.00
2008-07-21,117300.00,118890.00,117300.00,117900.00,44400,117900.00
2008-07-18,116200.00,117608.00,116000.00,117290.00,67000,117290.00
2008-07-17,116000.00,116600.00,113350.00,116200.00,78400,116200.00
2008-07-16,113200.00,115610.00,112660.00,114950.00,83600,114950.00
2008-07-15,115300.00,116300.00,112000.00,114810.00,150500,114810.00
2008-07-14,117500.00,118200.00,115200.00,116000.00,68700,116000.00
2008-07-11,119200.00,119200.00,116500.00,117500.00,55700,117500.00
2008-07-10,119400.00,119850.00,118810.00,119250.00,43000,119250.00
2008-07-09,118750.00,119850.00,118400.00,119400.00,58500,119400.00
2008-07-08,118440.00,119350.00,117900.00,118750.00,73700,118750.00
2008-07-07,118900.00,119700.00,115500.00,118440.00,82500,118440.00
2008-07-03,118400.00,119000.00,114110.00,116700.00,130000,116700.00
2008-07-02,119600.00,120100.00,118500.00,118665.00,59800,118665.00
2008-07-01,119600.00,120710.00,119100.00,120100.00,56600,120100.00
2008-06-30,120200.00,120750.00,119450.00,120750.00,67800,120750.00
2008-06-27,120710.00,122100.00,120020.00,120600.00,50800,120600.00
2008-06-26,121601.00,122100.00,120120.00,120710.00,64300,120710.00
2008-06-25,122200.00,124300.00,121720.00,122000.00,53800,122000.00
2008-06-24,121600.00,122900.00,120510.00,122700.00,95200,122700.00
2008-06-23,124000.00,124600.00,121750.00,122490.00,85800,122490.00
2008-06-20,126200.00,126200.00,123515.00,124000.00,56900,124000.00
2008-06-19,125900.00,125900.00,123700.00,124990.00,33400,124990.00
2008-06-18,126400.00,126400.00,123150.00,125400.00,79700,125400.00
2008-06-17,126400.00,126900.00,125800.00,125870.00,46200,125870.00
2008-06-16,127000.00,127420.00,125600.00,125800.00,38800,125800.00
2008-06-13,126500.00,127450.00,126150.00,127000.00,37700,127000.00
2008-06-12,126400.00,127200.00,126000.00,126690.00,53500,126690.00
2008-06-11,127200.00,128390.00,125950.00,126300.00,39400,126300.00
2008-06-10,126000.00,128300.00,126000.00,126525.00,45300,126525.00
2008-06-09,128600.00,128600.00,125920.00,127100.00,64600,127100.00
2008-06-06,129500.00,130010.00,128410.00,129400.00,45600,129400.00
2008-06-05,132400.00,132400.00,130000.00,130500.00,79900,130500.00
2008-06-04,133000.00,133640.00,130700.00,132990.00,50900,132990.00
2008-06-03,131500.00,134990.00,131120.00,134000.00,44800,134000.00
2008-06-02,134800.00,135450.00,130200.00,132350.00,67100,132350.00
2008-05-30,133200.00,134770.00,131020.00,134650.00,95000,134650.00
2008-05-29,130000.00,132400.00,129610.00,132200.00,76800,132200.00
2008-05-28,128400.00,130100.00,128200.00,129500.00,95700,129500.00
2008-05-27,124000.00,128100.00,122650.00,127910.00,127500,127910.00
2008-05-23,123450.00,125200.00,122260.00,123970.00,83400,123970.00
2008-05-22,122000.00,123150.00,121200.00,123100.00,65900,123100.00
2008-05-21,123100.00,123190.00,121420.00,121600.00,72800,121600.00
2008-05-20,124400.00,124950.00,122320.00,123300.00,77600,123300.00
2008-05-19,123200.00,124300.00,123200.00,123950.00,81900,123950.00
2008-05-16,122800.00,123010.00,121202.00,122400.00,94500,122400.00
2008-05-15,124300.00,124300.00,121380.00,121510.00,87800,121510.00
2008-05-14,125300.00,126000.00,123350.00,123500.00,71100,123500.00
2008-05-13,123100.00,125600.00,123100.00,124000.00,81000,124000.00
2008-05-12,125000.00,125500.00,122500.00,122800.00,184800,122800.00
2008-05-09,129500.00,129600.00,125110.00,125200.00,128800,125200.00
2008-05-08,128750.00,129100.00,127800.00,129000.00,46800,129000.00
2008-05-07,130900.00,130900.00,127800.00,128400.00,78100,128400.00
2008-05-06,130500.00,130590.00,129110.00,130200.00,80200,130200.00
2008-05-05,133100.00,133190.00,129500.00,130000.00,94200,130000.00
2008-05-02,134990.00,135000.00,132400.00,133600.00,76700,133600.00
2008-05-01,133950.00,134000.00,131500.00,133900.00,59300,133900.00
2008-04-30,132000.00,133850.00,131350.00,133850.00,91000,133850.00
2008-04-29,128800.00,131550.00,128500.00,131450.00,95800,131450.00
2008-04-28,127900.00,128800.00,127200.00,128460.00,142800,128460.00
2008-04-25,126750.00,127100.00,126620.00,126875.00,46300,126875.00
2008-04-24,127900.00,128190.00,126300.00,126750.00,56400,126750.00
2008-04-23,127200.00,127680.00,126700.00,127200.00,54600,127200.00
2008-04-22,128600.00,128600.00,127000.00,127200.00,42100,127200.00
2008-04-21,128600.00,128900.00,127900.00,128200.00,46800,128200.00
2008-04-18,128990.00,129000.00,128310.00,128600.00,98000,128600.00
2008-04-17,129475.00,129475.00,128100.00,128540.00,70400,128540.00
2008-04-16,128900.00,129700.00,128900.00,129475.00,59200,129475.00
2008-04-15,128515.00,129180.00,127800.00,128600.00,48000,128600.00
2008-04-14,131000.00,131300.00,128420.00,128515.00,73600,128515.00
2008-04-11,131400.00,131600.00,129800.00,130300.00,46400,130300.00
2008-04-10,131800.00,132500.00,130500.00,131240.00,50300,131240.00
2008-04-09,132000.00,132990.00,130800.00,131450.00,90800,131450.00
2008-04-08,132700.00,132700.00,131010.00,132000.00,74800,132000.00
2008-04-07,131800.00,132475.00,130000.00,132475.00,37900,132475.00
2008-04-04,131200.00,131500.00,130400.00,130800.00,31700,130800.00
2008-04-03,130800.00,131700.00,129650.00,130800.00,61300,130800.00
2008-04-02,133500.00,133500.00,130750.00,131550.00,73000,131550.00
2008-04-01,134800.00,135500.00,131600.00,132900.00,54000,132900.00
2008-03-31,134499.00,135200.00,133400.00,133400.00,69400,133400.00
2008-03-28,130700.00,134000.00,130700.00,133900.00,88600,133900.00
2008-03-27,130000.00,131300.00,128400.00,130250.00,82500,130250.00
2008-03-26,129300.00,129700.00,128200.00,128490.00,51700,128490.00
2008-03-25,130600.00,131400.00,129035.00,129200.00,50000,129200.00
2008-03-24,131200.00,131600.00,129500.00,130250.00,47700,130250.00
2008-03-20,129000.00,130600.00,127610.00,130230.00,76500,130230.00
2008-03-19,130600.00,130600.00,127800.00,128490.00,57400,128490.00
2008-03-18,127400.00,130690.00,127400.00,128900.00,57600,128900.00
2008-03-17,128000.00,129990.00,127100.00,128000.00,86600,128000.00
2008-03-14,130000.00,130000.00,128600.00,129360.00,67500,129360.00
2008-03-13,130100.00,131620.00,129050.00,130300.00,61000,130300.00
2008-03-12,132600.00,132800.00,130300.00,130900.00,62600,130900.00
2008-03-11,133000.00,133210.00,130450.00,131940.00,97200,131940.00
2008-03-10,133000.00,133990.00,130550.00,131400.00,102100,131400.00
2008-03-07,135600.00,135900.00,133610.00,133805.00,71500,133805.00
2008-03-06,138000.00,138200.00,135300.00,135500.00,48700,135500.00
2008-03-05,138000.00,139000.00,136600.00,139000.00,55300,139000.00
2008-03-04,135000.00,137100.00,134200.00,137100.00,56500,137100.00
2008-03-03,138500.00,138500.00,133530.00,136500.00,130000,136500.00
2008-02-29,140250.00,140600.00,138900.00,140000.00,54900,140000.00
2008-02-28,140700.00,141000.00,139600.00,140250.00,35700,140250.00
2008-02-27,139200.00,140950.00,138900.00,140700.00,30000,140700.00
2008-02-26,138900.00,140500.00,138650.00,139200.00,51000,139200.00
2008-02-25,140200.00,140500.00,138300.00,139700.00,41000,139700.00
2008-02-22,141500.00,142000.00,138000.00,139400.00,50300,139400.00
2008-02-21,144200.00,144200.00,141050.00,141105.00,37000,141105.00
2008-02-20,144000.00,144170.00,142700.00,143290.00,24300,143290.00
2008-02-19,145000.00,145900.00,141400.00,143200.00,61700,143200.00
2008-02-15,142990.00,143700.00,140500.00,143500.00,88600,143500.00
2008-02-14,144200.00,145300.00,142700.00,142990.00,79100,142990.00
2008-02-13,139900.00,144900.00,139900.00,143980.00,65700,143980.00
2008-02-12,139998.00,140300.00,139400.00,139700.00,58500,139700.00
2008-02-11,139100.00,139950.00,137050.00,139950.00,58500,139950.00
2008-02-08,137500.00,138500.00,136800.00,138400.00,52700,138400.00
2008-02-07,135400.00,137750.00,134000.00,135900.00,73000,135900.00
2008-02-06,136700.00,137200.00,134510.00,135400.00,49200,135400.00
2008-02-05,135800.00,136800.00,134300.00,136500.00,61300,136500.00
2008-02-04,136500.00,138400.00,135800.00,135800.00,40000,135800.00
2008-02-01,136700.00,138510.00,135200.00,135700.00,55600,135700.00
2008-01-31,141000.00,141000.00,136000.00,136000.00,101800,136000.00
2008-01-30,140500.00,141400.00,137900.00,139000.00,51800,139000.00
2008-01-29,138500.00,140000.00,137700.00,139700.00,84900,139700.00
2008-01-28,139300.00,139750.00,135500.00,138400.00,117100,138400.00
2008-01-25,138700.00,139650.00,138400.00,139100.00,107800,139100.00
2008-01-24,145000.00,145000.00,137400.00,138400.00,81000,138400.00
2008-01-23,134000.00,139000.00,134000.00,138500.00,95000,138500.00
2008-01-22,128000.00,137800.00,127200.00,135500.00,130000,135500.00
2008-01-18,132400.00,134400.00,131200.00,131200.00,59000,131200.00
2008-01-17,127200.00,131800.00,127200.00,131200.00,59000,131200.00
2008-01-16,128300.00,128700.00,126100.00,126400.00,90000,126400.00
2008-01-15,130400.00,130410.00,128700.00,129100.00,67000,129100.00
2008-01-14,133100.00,133100.00,130410.00,130410.00,38000,130410.00
2008-01-11,133200.00,134000.00,130485.00,132100.00,58000,132100.00
2008-01-10,130300.00,135000.00,129500.00,134200.00,89000,134200.00
2008-01-09,133400.00,133400.00,128700.00,130400.00,72000,130400.00
2008-01-08,133200.00,134800.00,133050.00,133685.00,53000,133685.00
2008-01-07,135500.00,135500.00,132600.00,133700.00,68000,133700.00
2008-01-04,138500.00,138500.00,134800.00,135500.00,71000,135500.00
2008-01-03,138800.00,140900.00,138800.00,139600.00,29000,139600.00
2008-01-02,141800.00,141800.00,136800.00,139300.00,62000,139300.00
2007-12-31,143500.00,144300.00,141600.00,141600.00,62000,141600.00
2007-12-28,138400.00,141400.00,138400.00,141100.00,46000,141100.00
2007-12-27,139300.00,139300.00,137750.00,137800.00,25000,137800.00
2007-12-26,138300.00,140000.00,137500.00,138500.00,94000,138500.00
2007-12-24,134900.00,137980.00,134900.00,137980.00,36000,137980.00
2007-12-21,133900.00,134600.00,133100.00,134000.00,61000,134000.00
2007-12-20,135500.00,135500.00,132400.00,134000.00,70000,134000.00
2007-12-19,134900.00,135200.00,133500.00,134500.00,41000,134500.00
2007-12-18,136400.00,137400.00,131600.00,135400.00,130000,135400.00
2007-12-17,140000.00,140000.00,134050.00,136400.00,70000,136400.00
2007-12-14,141700.00,144000.00,137500.00,143000.00,71000,143000.00
2007-12-13,144300.00,144300.00,139000.00,142400.00,73000,142400.00
2007-12-12,150300.00,150300.00,140800.00,144000.00,65000,144000.00
2007-12-11,150000.00,151650.00,148800.00,148900.00,59000,148900.00
2007-12-10,149000.00,149700.00,148990.00,149200.00,52000,149200.00
2007-12-07,149750.00,150900.00,148220.00,148220.00,78000,148220.00
2007-12-06,147500.00,149400.00,147500.00,148300.00,69000,148300.00
2007-12-05,145800.00,147800.00,145500.00,147500.00,77000,147500.00
2007-12-04,143900.00,144700.00,141900.00,144700.00,84000,144700.00
2007-12-03,140900.00,144300.00,140700.00,143200.00,112000,143200.00
2007-11-30,139900.00,140700.00,138900.00,140100.00,63000,140100.00
2007-11-29,137750.00,139300.00,137750.00,139200.00,33000,139200.00
2007-11-28,137800.00,138900.00,137525.00,137700.00,129000,137700.00
2007-11-27,136900.00,137500.00,136600.00,137480.00,42000,137480.00
2007-11-26,134200.00,136600.00,134000.00,136600.00,41000,136600.00
2007-11-23,134000.00,134500.00,134000.00,134100.00,10000,134100.00
2007-11-21,136300.00,136300.00,134000.00,134000.00,51000,134000.00
2007-11-20,136700.00,136800.00,136400.00,136500.00,28000,136500.00
2007-11-19,136480.00,136500.00,135900.00,136500.00,53000,136500.00
2007-11-16,136000.00,136475.00,135510.00,136475.00,48000,136475.00
2007-11-15,137100.00,138600.00,134550.00,135300.00,79000,135300.00
2007-11-14,135800.00,137510.00,135400.00,137500.00,94000,137500.00
2007-11-13,135000.00,135800.00,134500.00,135700.00,150000,135700.00
2007-11-12,132200.00,134100.00,131310.00,133710.00,116000,133710.00
2007-11-09,134700.00,134700.00,132000.00,132210.00,149000,132210.00
2007-11-08,135000.00,135600.00,133500.00,134575.00,82000,134575.00
2007-11-07,134600.00,135150.00,134010.00,134940.00,65000,134940.00
2007-11-06,133000.00,134500.00,133000.00,133800.00,38000,133800.00
2007-11-05,134000.00,134000.00,132727.00,133000.00,265000,133000.00
2007-11-02,132000.00,132600.00,131800.00,132500.00,121000,132500.00
2007-11-01,131800.00,133050.00,131000.00,131250.00,102000,131250.00
2007-10-31,128900.00,132500.00,128900.00,132500.00,93000,132500.00
2007-10-30,128200.00,128800.00,128200.00,128800.00,36000,128800.00
2007-10-29,127800.00,128215.00,127800.00,128210.00,39000,128210.00
2007-10-26,127000.00,128110.00,127000.00,127500.00,33000,127500.00
2007-10-25,127200.00,127500.00,126800.00,127500.00,42000,127500.00
2007-10-24,128000.00,128000.00,127200.00,127800.00,18000,127800.00
2007-10-23,126700.00,128000.00,126700.00,127990.00,31000,127990.00
2007-10-22,126600.00,127000.00,125700.00,126400.00,35000,126400.00
2007-10-19,129000.00,129000.00,126800.00,127100.00,44000,127100.00
2007-10-18,129500.00,129500.00,128310.00,129000.00,33000,129000.00
2007-10-17,127800.00,129995.00,127700.00,129995.00,100000,129995.00
2007-10-16,126450.00,127300.00,126200.00,127200.00,20000,127200.00
2007-10-15,127150.00,127500.00,125500.00,126200.00,57000,126200.00
2007-10-12,126500.00,128300.00,126000.00,127100.00,96000,127100.00
2007-10-11,125000.00,126100.00,125000.00,125500.00,35000,125500.00
2007-10-10,122550.00,124700.00,122465.00,124700.00,28000,124700.00
2007-10-09,123400.00,123500.00,122100.00,122615.00,31000,122615.00
2007-10-08,121000.00,123400.00,120800.00,123390.00,37000,123390.00
2007-10-05,119500.00,121100.00,119400.00,121100.00,30000,121100.00
2007-10-04,119800.00,120000.00,119000.00,119000.00,43000,119000.00
2007-10-03,119700.00,119900.00,119000.00,119290.00,16000,119290.00
2007-10-02,118950.00,119799.00,118815.00,119799.00,22000,119799.00
2007-10-01,119000.00,119300.00,118400.00,118790.00,40000,118790.00
2007-09-28,117200.00,118750.00,117200.00,118510.00,33000,118510.00
2007-09-27,117000.00,117200.00,117000.00,117200.00,12000,117200.00
2007-09-26,116900.00,117200.00,116300.00,116990.00,40000,116990.00
2007-09-25,117100.00,117300.00,116600.00,116890.00,12000,116890.00
2007-09-24,117500.00,117900.00,116600.00,116900.00,69000,116900.00
2007-09-21,118000.00,118100.00,117100.00,117100.00,14000,117100.00
2007-09-20,117900.00,118600.00,117400.00,117400.00,53000,117400.00
2007-09-19,119200.00,119900.00,117600.00,117700.00,55000,117700.00
2007-09-18,118300.00,118700.00,118000.00,118700.00,17000,118700.00
2007-09-17,119800.00,119800.00,118100.00,118500.00,25000,118500.00
